DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;;;;;;;;;;
01/04/2036;0;0;compute_energy;;;;61;03/04/2025;JLF;;;;;;;;;;
01/05/2036;0;0;current;;;;119;24/10/2024;JLF;;;;;;;;;;
01/06/2036;0;0;current;;;;120;24/10/2024;JLF;;;;;;;;;;
01/07/2036;0;0;current;;;;121;24/10/2024;JLF;;;;;;;;;;
01/07/2036;0;0;compute_energy;;;;62;03/04/2025;JLF;;;;;;;;;;
01/08/2036;0;0;current;;;;122;24/10/2024;JLF;;;;;;;;;;
01/09/2036;0;0;current;;;;123;24/10/2024;JLF;;;;;;;;;;
01/10/2036;0;0;current;;;;124;24/10/2024;JLF;;;;;;;;;;
01/10/2036;0;0;compute_energy;;;;63;03/04/2025;JLF;;;;;;;;;;
01/11/2036;0;0;current;;;;125;24/10/2024;JLF;;;;;;;;;;
01/12/2036;0;0;current;;;;126;24/10/2024;JLF;;;;;;;;;;
01/01/2037;0;0;current;;;;127;24/10/2024;JLF;;;;;;;;;;
01/01/2037;0;0;compute_energy;;;;64;03/04/2025;JLF;;;;;;;;;;
01/02/2037;0;0;current;;;;128;24/10/2024;JLF;;;;;;;;;;
01/03/2037;0;0;current;;;;129;24/10/2024;JLF;;;;;;;;;;
01/04/2037;0;0;current;;;;130;24/10/2024;JLF;;;;;;;;;;
01/04/2037;0;0;compute_energy;;;;65;03/04/2025;JLF;;;;;;;;;;
01/05/2037;0;0;current;;;;131;24/10/2024;JLF;;;;;;;;;;
01/06/2037;0;0;current;;;;132;24/10/2024;JLF;;;;;;;;;;
01/07/2037;0;0;current;;;;133;24/10/2024;JLF;;;;;;;;;;
01/07/2037;0;0;compute_energy;;;;66;03/04/2025;JLF;;;;;;;;;;
01/08/2037;0;0;current;;;;134;24/10/2024;JLF;;;;;;;;;;
01/09/2037;0;0;current;;;;135;24/10/2024;JLF;;;;;;;;;;
01/10/2037;0;0;current;;;;136;24/10/2024;JLF;;;;;;;;;;
01/10/2037;0;0;compute_energy;;;;67;03/04/2025;JLF;;;;;;;;;;
01/11/2037;0;0;current;;;;137;24/10/2024;JLF;;;;;;;;;;
01/12/2037;0;0;current;;;;138;24/10/2024;JLF;;;;;;;;;;
01/01/2038;0;0;current;;;;139;24/10/2024;JLF;;;;;;;;;;
01/01/2038;0;0;compute_energy;;;;68;03/04/2025;JLF;;;;;;;;;;
01/02/2038;0;0;current;;;;140;24/10/2024;JLF;;;;;;;;;;
01/03/2038;0;0;current;;;;141;24/10/2024;JLF;;;;;;;;;;
01/04/2038;0;0;current;;;;142;24/10/2024;JLF;;;;;;;;;;
01/04/2038;0;0;compute_energy;;;;69;03/04/2025;JLF;;;;;;;;;;
01/05/2038;0;0;current;;;;143;24/10/2024;JLF;;;;;;;;;;
01/06/2038;0;0;current;;;;144;24/10/2024;JLF;;;;;;;;;;
01/07/2038;0;0;current;;;;145;24/10/2024;JLF;;;;;;;;;;
01/07/2038;0;0;compute_energy;;;;70;03/04/2025;JLF;;;;;;;;;;
01/08/2038;0;0;current;;;;146;24/10/2024;JLF;;;;;;;;;;
01/09/2038;0;0;current;;;;147;24/10/2024;JLF;;;;;;;;;;
01/10/2038;0;0;current;;;;148;24/10/2024;JLF;;;;;;;;;;
01/10/2038;0;0;compute_energy;;;;71;03/04/2025;JLF;;;;;;;;;;
01/11/2038;0;0;current;;;;149;24/10/2024;JLF;;;;;;;;;;
01/12/2038;0;0;current;;;;150;24/10/2024;JLF;;;;;;;;;;
01/01/2039;0;0;current;;;;151;24/10/2024;JLF;;;;;;;;;;
01/01/2039;0;0;compute_energy;;;;72;03/04/2025;JLF;;;;;;;;;;
01/02/2039;0;0;current;;;;152;24/10/2024;JLF;;;;;;;;;;
01/03/2039;0;0;current;;;;153;24/10/2024;JLF;;;;;;;;;;
01/04/2039;0;0;current;;;;154;24/10/2024;JLF;;;;;;;;;;
01/04/2039;0;0;compute_energy;;;;73;03/04/2025;JLF;;;;;;;;;;
01/05/2039;0;0;current;;;;155;24/10/2024;JLF;;;;;;;;;;
01/06/2039;0;0;current;;;;156;24/10/2024;JLF;;;;;;;;;;
01/07/2039;0;0;current;;;;157;24/10/2024;JLF;;;;;;;;;;
01/07/2039;0;0;compute_energy;;;;74;03/04/2025;JLF;;;;;;;;;;
01/08/2039;0;0;current;;;;158;24/10/2024;JLF;;;;;;;;;;
01/09/2039;0;0;current;;;;159;24/10/2024;JLF;;;;;;;;;;
01/10/2039;0;0;current;;;;160;24/10/2024;JLF;;;;;;;;;;
01/10/2039;0;0;compute_energy;;;;75;03/04/2025;JLF;;;;;;;;;;
01/11/2039;0;0;current;;;;161;24/10/2024;JLF;;;;;;;;;;
01/12/2039;0;0;current;;;;162;24/10/2024;JLF;;;;;;;;;;
01/01/2040;0;0;current;;;;163;24/10/2024;JLF;;;;;;;;;;
01/01/2040;0;0;compute_energy;;;;76;03/04/2025;JLF;;;;;;;;;;
01/02/2040;0;0;current;;;;164;24/10/2024;JLF;;;;;;;;;;
01/03/2040;0;0;current;;;;165;24/10/2024;JLF;;;;;;;;;;
01/04/2040;0;0;current;;;;166;24/10/2024;JLF;;;;;;;;;;
01/04/2040;0;0;compute_energy;;;;77;03/04/2025;JLF;;;;;;;;;;
01/05/2040;0;0;current;;;;167;24/10/2024;JLF;;;;;;;;;;
01/06/2040;0;0;current;;;;168;24/10/2024;JLF;;;;;;;;;;
01/07/2040;0;0;current;;;;169;24/10/2024;JLF;;;;;;;;;;
01/07/2040;0;0;compute_energy;;;;78;03/04/2025;JLF;;;;;;;;;;
01/08/2040;0;0;current;;;;170;24/10/2024;JLF;;;;;;;;;;
01/09/2040;0;0;current;;;;171;24/10/2024;JLF;;;;;;;;;;
01/10/2040;0;0;current;;;;172;24/10/2024;JLF;;;;;;;;;;
01/10/2040;0;0;compute_energy;;;;79;03/04/2025;JLF;;;;;;;;;;
01/11/2040;0;0;current;;;;173;24/10/2024;JLF;;;;;;;;;;
01/12/2040;0;0;current;;;;174;24/10/2024;JLF;;;;;;;;;;
01/01/2041;0;0;current;;;;175;24/10/2024;JLF;;;;;;;;;;
01/01/2041;0;0;compute_energy;;;;80;03/04/2025;JLF;;;;;;;;;;
01/02/2041;0;0;current;;;;176;24/10/2024;JLF;;;;;;;;;;
01/03/2041;0;0;current;;;;177;24/10/2024;JLF;;;;;;;;;;
01/04/2041;0;0;current;;;;178;24/10/2024;JLF;;;;;;;;;;
01/04/2041;0;0;compute_energy;;;;81;03/04/2025;JLF;;;;;;;;;;
01/05/2041;0;0;current;;;;179;24/10/2024;JLF;;;;;;;;;;
01/06/2041;0;0;current;;;;180;24/10/2024;JLF;;;;;;;;;;
01/07/2041;0;0;current;;;;181;24/10/2024;JLF;;;;;;;;;;
01/07/2041;0;0;compute_energy;;;;82;03/04/2025;JLF;;;;;;;;;;
01/08/2041;0;0;current;;;;182;24/10/2024;JLF;;;;;;;;;;
01/09/2041;0;0;current;;;;183;24/10/2024;JLF;;;;;;;;;;
01/10/2041;0;0;current;;;;184;24/10/2024;JLF;;;;;;;;;;
01/10/2041;0;0;compute_energy;;;;83;03/04/2025;JLF;;;;;;;;;;
01/11/2041;0;0;current;;;;185;24/10/2024;JLF;;;;;;;;;;
01/12/2041;0;0;current;;;;186;24/10/2024;JLF;;;;;;;;;;
01/01/2042;0;0;current;;;;187;24/10/2024;JLF;;;;;;;;;;
01/01/2042;0;0;compute_energy;;;;84;03/04/2025;JLF;;;;;;;;;;
01/02/2042;0;0;current;;;;188;24/10/2024;JLF;;;;;;;;;;
01/03/2042;0;0;current;;;;189;24/10/2024;JLF;;;;;;;;;;
01/04/2042;0;0;current;;;;190;24/10/2024;JLF;;;;;;;;;;
01/04/2042;0;0;compute_energy;;;;85;03/04/2025;JLF;;;;;;;;;;
01/05/2042;0;0;current;;;;191;24/10/2024;JLF;;;;;;;;;;
01/06/2042;0;0;current;;;;192;24/10/2024;JLF;;;;;;;;;;
01/07/2042;0;0;current;;;;193;24/10/2024;JLF;;;;;;;;;;
01/07/2042;0;0;compute_energy;;;;86;03/04/2025;JLF;;;;;;;;;;
01/08/2042;0;0;current;;;;194;24/10/2024;JLF;;;;;;;;;;
01/09/2042;0;0;current;;;;195;24/10/2024;JLF;;;;;;;;;;
01/10/2042;0;0;current;;;;196;24/10/2024;JLF;;;;;;;;;;
01/10/2042;0;0;compute_energy;;;;87;03/04/2025;JLF;;;;;;;;;;
01/11/2042;0;0;current;;;;197;24/10/2024;JLF;;;;;;;;;;
01/12/2042;0;0;current;;;;198;24/10/2024;JLF;;;;;;;;;;
01/01/2043;0;0;current;;;;199;24/10/2024;JLF;;;;;;;;;;
01/01/2043;0;0;compute_energy;;;;88;03/04/2025;JLF;;;;;;;;;;
01/02/2043;0;0;current;;;;200;24/10/2024;JLF;;;;;;;;;;
01/03/2043;0;0;current;;;;201;24/10/2024;JLF;;;;;;;;;;
01/04/2043;0;0;current;;;;202;24/10/2024;JLF;;;;;;;;;;
01/04/2043;0;0;compute_energy;;;;89;03/04/2025;JLF;;;;;;;;;;
01/05/2043;0;0;current;;;;203;24/10/2024;JLF;;;;;;;;;;
01/06/2043;0;0;current;;;;204;24/10/2024;JLF;;;;;;;;;;
01/07/2043;0;0;current;;;;205;24/10/2024;JLF;;;;;;;;;;
01/07/2043;0;0;compute_energy;;;;90;03/04/2025;JLF;;;;;;;;;;
01/08/2043;0;0;current;;;;206;24/10/2024;JLF;;;;;;;;;;
01/09/2043;0;0;current;;;;207;24/10/2024;JLF;;;;;;;;;;
01/10/2043;0;0;current;;;;208;24/10/2024;JLF;;;;;;;;;;
01/10/2043;0;0;compute_energy;;;;91;03/04/2025;JLF;;;;;;;;;;
01/11/2043;0;0;current;;;;209;24/10/2024;JLF;;;;;;;;;;
01/12/2043;0;0;current;;;;210;24/10/2024;JLF;;;;;;;;;;
01/01/2044;0;0;current;;;;211;24/10/2024;JLF;;;;;;;;;;
01/01/2044;0;0;compute_energy;;;;92;03/04/2025;JLF;;;;;;;;;;
01/02/2044;0;0;current;;;;212;24/10/2024;JLF;;;;;;;;;;
01/03/2044;0;0;current;;;;213;24/10/2024;JLF;;;;;;;;;;
01/04/2044;0;0;current;;;;214;24/10/2024;JLF;;;;;;;;;;
01/04/2044;0;0;compute_energy;;;;93;03/04/2025;JLF;;;;;;;;;;
01/05/2044;0;0;current;;;;215;24/10/2024;JLF;;;;;;;;;;
01/06/2044;0;0;current;;;;216;24/10/2024;JLF;;;;;;;;;;
01/07/2044;0;0;current;;;;217;24/10/2024;JLF;;;;;;;;;;
01/07/2044;0;0;compute_energy;;;;94;03/04/2025;JLF;;;;;;;;;;
01/08/2044;0;0;current;;;;218;24/10/2024;JLF;;;;;;;;;;
01/09/2044;0;0;current;;;;219;24/10/2024;JLF;;;;;;;;;;
01/10/2044;0;0;current;;;;220;24/10/2024;JLF;;;;;;;;;;
01/10/2044;0;0;compute_energy;;;;95;03/04/2025;JLF;;;;;;;;;;
01/11/2044;0;0;current;;;;221;24/10/2024;JLF;;;;;;;;;;
01/12/2044;0;0;current;;;;222;24/10/2024;JLF;;;;;;;;;;
01/01/2045;0;0;current;;;;223;24/10/2024;JLF;;;;;;;;;;
01/01/2045;0;0;compute_energy;;;;96;03/04/2025;JLF;;;;;;;;;;
01/02/2045;0;0;current;;;;224;24/10/2024;JLF;;;;;;;;;;
01/03/2045;0;0;current;;;;225;24/10/2024;JLF;;;;;;;;;;
01/04/2045;0;0;current;;;;226;24/10/2024;JLF;;;;;;;;;;
01/04/2045;0;0;compute_energy;;;;97;03/04/2025;JLF;;;;;;;;;;
01/05/2045;0;0;current;;;;227;24/10/2024;JLF;;;;;;;;;;
01/06/2045;0;0;current;;;;228;24/10/2024;JLF;;;;;;;;;;
01/07/2045;0;0;current;;;;229;24/10/2024;JLF;;;;;;;;;;
01/07/2045;0;0;compute_energy;;;;98;03/04/2025;JLF;;;;;;;;;;
01/08/2045;0;0;current;;;;230;24/10/2024;JLF;;;;;;;;;;
01/09/2045;0;0;current;;;;231;24/10/2024;JLF;;;;;;;;;;
01/10/2045;0;0;current;;;;232;24/10/2024;JLF;;;;;;;;;;
01/10/2045;0;0;compute_energy;;;;99;03/04/2025;JLF;;;;;;;;;;
01/11/2045;0;0;current;;;;233;24/10/2024;JLF;;;;;;;;;;
01/12/2045;0;0;current;;;;234;24/10/2024;JLF;;;;;;;;;;
01/01/2046;0;0;current;;;;235;24/10/2024;JLF;;;;;;;;;;
01/01/2046;0;0;compute_energy;;;;100;03/04/2025;JLF;;;;;;;;;;
01/02/2046;0;0;current;;;;236;24/10/2024;JLF;;;;;;;;;;
01/03/2046;0;0;current;;;;237;24/10/2024;JLF;;;;;;;;;;
01/04/2046;0;0;current;;;;238;24/10/2024;JLF;;;;;;;;;;
01/04/2046;0;0;compute_energy;;;;101;03/04/2025;JLF;;;;;;;;;;
01/05/2046;0;0;current;;;;239;24/10/2024;JLF;;;;;;;;;;
01/06/2046;0;0;current;;;;240;24/10/2024;JLF;;;;;;;;;;
01/07/2046;0;0;current;;;;241;24/10/2024;JLF;;;;;;;;;;
01/07/2046;0;0;compute_energy;;;;102;03/04/2025;JLF;;;;;;;;;;
01/08/2046;0;0;current;;;;242;24/10/2024;JLF;;;;;;;;;;
01/09/2046;0;0;current;;;;243;24/10/2024;JLF;;;;;;;;;;
01/10/2046;0;0;current;;;;244;24/10/2024;JLF;;;;;;;;;;
01/10/2046;0;0;compute_energy;;;;103;03/04/2025;JLF;;;;;;;;;;
01/11/2046;0;0;current;;;;245;24/10/2024;JLF;;;;;;;;;;
01/12/2046;0;0;current;;;;246;24/10/2024;JLF;;;;;;;;;;
01/01/2047;0;0;current;;;;247;24/10/2024;JLF;;;;;;;;;;
01/01/2047;0;0;compute_energy;;;;104;03/04/2025;JLF;;;;;;;;;;
01/02/2047;0;0;current;;;;248;24/10/2024;JLF;;;;;;;;;;
01/03/2047;0;0;current;;;;249;24/10/2024;JLF;;;;;;;;;;
01/04/2047;0;0;current;;;;250;24/10/2024;JLF;;;;;;;;;;
01/04/2047;0;0;compute_energy;;;;105;03/04/2025;JLF;;;;;;;;;;
01/05/2047;0;0;current;;;;251;24/10/2024;JLF;;;;;;;;;;
01/06/2047;0;0;current;;;;252;24/10/2024;JLF;;;;;;;;;;
01/07/2047;0;0;current;;;;253;24/10/2024;JLF;;;;;;;;;;
01/07/2047;0;0;compute_energy;;;;106;03/04/2025;JLF;;;;;;;;;;
01/08/2047;0;0;current;;;;254;24/10/2024;JLF;;;;;;;;;;
01/09/2047;0;0;current;;;;255;24/10/2024;JLF;;;;;;;;;;
01/10/2047;0;0;current;;;;256;24/10/2024;JLF;;;;;;;;;;
01/10/2047;0;0;compute_energy;;;;107;03/04/2025;JLF;;;;;;;;;;
01/11/2047;0;0;current;;;;257;24/10/2024;JLF;;;;;;;;;;
01/12/2047;0;0;current;;;;258;24/10/2024;JLF;;;;;;;;;;
01/01/2048;0;0;current;;;;259;24/10/2024;JLF;;;;;;;;;;
01/01/2048;0;0;compute_energy;;;;108;03/04/2025;JLF;;;;;;;;;;
01/02/2048;0;0;current;;;;260;24/10/2024;JLF;;;;;;;;;;
01/03/2048;0;0;current;;;;261;24/10/2024;JLF;;;;;;;;;;
01/04/2048;0;0;current;;;;262;24/10/2024;JLF;;;;;;;;;;
01/04/2048;0;0;compute_energy;;;;109;03/04/2025;JLF;;;;;;;;;;
01/05/2048;0;0;current;;;;263;24/10/2024;JLF;;;;;;;;;;
01/06/2048;0;0;current;;;;264;24/10/2024;JLF;;;;;;;;;;
01/07/2048;0;0;current;;;;265;24/10/2024;JLF;;;;;;;;;;
01/07/2048;0;0;compute_energy;;;;110;03/04/2025;JLF;;;;;;;;;;
01/08/2048;0;0;current;;;;266;24/10/2024;JLF;;;;;;;;;;
01/09/2048;0;0;current;;;;267;24/10/2024;JLF;;;;;;;;;;
01/10/2048;0;0;current;;;;268;24/10/2024;JLF;;;;;;;;;;
01/10/2048;0;0;compute_energy;;;;111;03/04/2025;JLF;;;;;;;;;;
01/11/2048;0;0;current;;;;269;24/10/2024;JLF;;;;;;;;;;
01/12/2048;0;0;current;;;;270;24/10/2024;JLF;;;;;;;;;;
01/01/2049;0;0;current;;;;271;24/10/2024;JLF;;;;;;;;;;
01/01/2049;0;0;compute_energy;;;;112;03/04/2025;JLF;;;;;;;;;;
01/02/2049;0;0;current;;;;272;24/10/2024;JLF;;;;;;;;;;
01/03/2049;0;0;current;;;;273;24/10/2024;JLF;;;;;;;;;;
01/04/2049;0;0;current;;;;274;24/10/2024;JLF;;;;;;;;;;
01/04/2049;0;0;compute_energy;;;;113;03/04/2025;JLF;;;;;;;;;;
01/05/2049;0;0;current;;;;275;24/10/2024;JLF;;;;;;;;;;
01/06/2049;0;0;current;;;;276;24/10/2024;JLF;;;;;;;;;;
01/07/2049;0;0;current;;;;277;24/10/2024;JLF;;;;;;;;;;
01/07/2049;0;0;compute_energy;;;;114;03/04/2025;JLF;;;;;;;;;;
01/08/2049;0;0;current;;;;278;24/10/2024;JLF;;;;;;;;;;
01/09/2049;0;0;current;;;;279;24/10/2024;JLF;;;;;;;;;;
01/10/2049;0;0;current;;;;280;24/10/2024;JLF;;;;;;;;;;
01/10/2049;0;0;compute_energy;;;;115;03/04/2025;JLF;;;;;;;;;;
01/11/2049;0;0;current;;;;281;24/10/2024;JLF;;;;;;;;;;
01/12/2049;0;0;current;;;;282;24/10/2024;JLF;;;;;;;;;;
01/01/2050;0;0;current;;;;283;24/10/2024;JLF;;;;;;;;;;
01/01/2050;0;0;compute_energy;;;;116;03/04/2025;JLF;;;;;;;;;;
01/02/2050;0;0;current;;;;284;24/10/2024;JLF;;;;;;;;;;
01/03/2050;0;0;current;;;;285;24/10/2024;JLF;;;;;;;;;;
01/04/2050;0;0;current;;;;286;24/10/2024;JLF;;;;;;;;;;
01/04/2050;0;0;compute_energy;;;;117;03/04/2025;JLF;;;;;;;;;;
01/05/2050;0;0;current;;;;287;24/10/2024;JLF;;;;;;;;;;
01/06/2050;0;0;current;;;;288;24/10/2024;JLF;;;;;;;;;;
01/07/2050;0;0;current;;;;289;24/10/2024;JLF;;;;;;;;;;
01/07/2050;0;0;compute_energy;;;;118;03/04/2025;JLF;;;;;;;;;;
01/08/2050;0;0;current;;;;290;24/10/2024;JLF;;;;;;;;;;
01/09/2050;0;0;current;;;;291;24/10/2024;JLF;;;;;;;;;;
01/10/2050;0;0;current;;;;292;24/10/2024;JLF;;;;;;;;;;
01/10/2050;0;0;compute_energy;;;;119;03/04/2025;JLF;;;;;;;;;;
01/11/2050;0;0;current;;;;293;24/10/2024;JLF;;;;;;;;;;
01/12/2050;0;0;current;;;;294;24/10/2024;JLF;;;;;;;;;;
01/01/2051;0;0;current;;;;295;24/10/2024;JLF;;;;;;;;;;
01/01/2051;0;0;compute_energy;;;;120;03/04/2025;JLF;;;;;;;;;;
01/02/2051;0;0;current;;;;296;24/10/2024;JLF;;;;;;;;;;
01/03/2051;0;0;current;;;;297;24/10/2024;JLF;;;;;;;;;;
01/04/2051;0;0;current;;;;298;24/10/2024;JLF;;;;;;;;;;
01/04/2051;0;0;compute_energy;;;;121;03/04/2025;JLF;;;;;;;;;;
01/05/2051;0;0;current;;;;299;24/10/2024;JLF;;;;;;;;;;
01/06/2051;0;0;current;;;;300;24/10/2024;JLF;;;;;;;;;;
01/07/2051;0;0;current;;;;301;24/10/2024;JLF;;;;;;;;;;
01/07/2051;0;0;compute_energy;;;;122;03/04/2025;JLF;;;;;;;;;;
01/08/2051;0;0;current;;;;302;24/10/2024;JLF;;;;;;;;;;
01/09/2051;0;0;current;;;;303;24/10/2024;JLF;;;;;;;;;;
01/10/2051;0;0;current;;;;304;24/10/2024;JLF;;;;;;;;;;
01/10/2051;0;0;compute_energy;;;;123;03/04/2025;JLF;;;;;;;;;;
01/11/2051;0;0;current;;;;305;24/10/2024;JLF;;;;;;;;;;
01/12/2051;0;0;current;;;;306;24/10/2024;JLF;;;;;;;;;;
01/01/2052;0;0;current;;;;307;24/10/2024;JLF;;;;;;;;;;
01/01/2052;0;0;compute_energy;;;;124;03/04/2025;JLF;;;;;;;;;;
01/02/2052;0;0;current;;;;308;24/10/2024;JLF;;;;;;;;;;
01/03/2052;0;0;current;;;;309;24/10/2024;JLF;;;;;;;;;;
01/04/2052;0;0;current;;;;310;24/10/2024;JLF;;;;;;;;;;
01/04/2052;0;0;compute_energy;;;;125;03/04/2025;JLF;;;;;;;;;;
01/05/2052;0;0;current;;;;311;24/10/2024;JLF;;;;;;;;;;
01/06/2052;0;0;current;;;;312;24/10/2024;JLF;;;;;;;;;;
01/07/2052;0;0;current;;;;313;24/10/2024;JLF;;;;;;;;;;
01/07/2052;0;0;compute_energy;;;;126;03/04/2025;JLF;;;;;;;;;;
01/08/2052;0;0;current;;;;314;24/10/2024;JLF;;;;;;;;;;
01/09/2052;0;0;current;;;;315;24/10/2024;JLF;;;;;;;;;;
01/10/2052;0;0;current;;;;316;24/10/2024;JLF;;;;;;;;;;
01/10/2052;0;0;compute_energy;;;;127;03/04/2025;JLF;;;;;;;;;;
01/11/2052;0;0;current;;;;317;24/10/2024;JLF;;;;;;;;;;
01/12/2052;0;0;current;;;;318;24/10/2024;JLF;;;;;;;;;;
01/01/2053;0;0;current;;;;319;24/10/2024;JLF;;;;;;;;;;
01/01/2053;0;0;compute_energy;;;;128;03/04/2025;JLF;;;;;;;;;;
01/02/2053;0;0;current;;;;320;24/10/2024;JLF;;;;;;;;;;
01/03/2053;0;0;current;;;;321;24/10/2024;JLF;;;;;;;;;;
01/04/2053;0;0;current;;;;322;24/10/2024;JLF;;;;;;;;;;
01/04/2053;0;0;compute_energy;;;;129;03/04/2025;JLF;;;;;;;;;;
01/05/2053;0;0;current;;;;323;24/10/2024;JLF;;;;;;;;;;
01/06/2053;0;0;current;;;;324;24/10/2024;JLF;;;;;;;;;;
01/07/2053;0;0;current;;;;325;24/10/2024;JLF;;;;;;;;;;
01/07/2053;0;0;compute_energy;;;;130;03/04/2025;JLF;;;;;;;;;;
01/08/2053;0;0;current;;;;326;24/10/2024;JLF;;;;;;;;;;
01/09/2053;0;0;current;;;;327;24/10/2024;JLF;;;;;;;;;;
01/10/2053;0;0;current;;;;328;24/10/2024;JLF;;;;;;;;;;
01/10/2053;0;0;compute_energy;;;;131;03/04/2025;JLF;;;;;;;;;;
01/11/2053;0;0;current;;;;329;24/10/2024;JLF;;;;;;;;;;
01/12/2053;0;0;current;;;;330;24/10/2024;JLF;;;;;;;;;;
01/01/2054;0;0;current;;;;331;24/10/2024;JLF;;;;;;;;;;
01/01/2054;0;0;compute_energy;;;;132;03/04/2025;JLF;;;;;;;;;;
01/02/2054;0;0;current;;;;332;24/10/2024;JLF;;;;;;;;;;
01/03/2054;0;0;current;;;;333;24/10/2024;JLF;;;;;;;;;;
01/04/2054;0;0;current;;;;334;24/10/2024;JLF;;;;;;;;;;
01/04/2054;0;0;compute_energy;;;;133;03/04/2025;JLF;;;;;;;;;;
01/05/2054;0;0;current;;;;335;24/10/2024;JLF;;;;;;;;;;
01/06/2054;0;0;current;;;;336;24/10/2024;JLF;;;;;;;;;;
01/07/2054;0;0;current;;;;337;24/10/2024;JLF;;;;;;;;;;
01/07/2054;0;0;compute_energy;;;;134;03/04/2025;JLF;;;;;;;;;;
01/08/2054;0;0;current;;;;338;24/10/2024;JLF;;;;;;;;;;
01/09/2054;0;0;current;;;;339;24/10/2024;JLF;;;;;;;;;;
01/10/2054;0;0;current;;;;340;24/10/2024;JLF;;;;;;;;;;
01/10/2054;0;0;compute_energy;;;;135;03/04/2025;JLF;;;;;;;;;;
01/11/2054;0;0;current;;;;341;24/10/2024;JLF;;;;;;;;;;
01/12/2054;0;0;current;;;;342;24/10/2024;JLF;;;;;;;;;;
01/01/2055;0;0;current;;;;343;24/10/2024;JLF;;;;;;;;;;
01/01/2055;0;0;compute_energy;;;;136;03/04/2025;JLF;;;;;;;;;;
01/02/2055;0;0;current;;;;344;24/10/2024;JLF;;;;;;;;;;
01/03/2055;0;0;current;;;;345;24/10/2024;JLF;;;;;;;;;;
01/04/2055;0;0;current;;;;346;24/10/2024;JLF;;;;;;;;;;
01/04/2055;0;0;compute_energy;;;;137;03/04/2025;JLF;;;;;;;;;;
01/05/2055;0;0;current;;;;347;24/10/2024;JLF;;;;;;;;;;
01/06/2055;0;0;current;;;;348;24/10/2024;JLF;;;;;;;;;;
01/07/2055;0;0;current;;;;349;24/10/2024;JLF;;;;;;;;;;
01/07/2055;0;0;compute_energy;;;;138;03/04/2025;JLF;;;;;;;;;;
01/08/2055;0;0;current;;;;350;24/10/2024;JLF;;;;;;;;;;
01/09/2055;0;0;current;;;;351;24/10/2024;JLF;;;;;;;;;;
01/10/2055;0;0;current;;;;352;24/10/2024;JLF;;;;;;;;;;
01/10/2055;0;0;compute_energy;;;;139;03/04/2025;JLF;;;;;;;;;;
01/11/2055;0;0;current;;;;353;24/10/2024;JLF;;;;;;;;;;
01/12/2055;0;0;current;;;;354;24/10/2024;JLF;;;;;;;;;;
01/01/2056;0;0;current;;;;355;24/10/2024;JLF;;;;;;;;;;
01/01/2056;0;0;compute_energy;;;;140;03/04/2025;JLF;;;;;;;;;;
01/02/2056;0;0;current;;;;356;24/10/2024;JLF;;;;;;;;;;
01/03/2056;0;0;current;;;;357;24/10/2024;JLF;;;;;;;;;;
01/04/2056;0;0;current;;;;358;24/10/2024;JLF;;;;;;;;;;
01/04/2056;0;0;compute_energy;;;;141;03/04/2025;JLF;;;;;;;;;;
01/05/2056;0;0;current;;;;359;24/10/2024;JLF;;;;;;;;;;
01/06/2056;0;0;current;;;;360;24/10/2024;JLF;;;;;;;;;;
01/07/2056;0;0;current;;;;361;24/10/2024;JLF;;;;;;;;;;
01/07/2056;0;0;compute_energy;;;;142;03/04/2025;JLF;;;;;;;;;;
01/08/2056;0;0;current;;;;362;24/10/2024;JLF;;;;;;;;;;
01/09/2056;0;0;current;;;;363;24/10/2024;JLF;;;;;;;;;;
01/10/2056;0;0;current;;;;364;24/10/2024;JLF;;;;;;;;;;
01/10/2056;0;0;compute_energy;;;;143;03/04/2025;JLF;;;;;;;;;;
01/11/2056;0;0;current;;;;365;24/10/2024;JLF;;;;;;;;;;
01/12/2056;0;0;current;;;;366;24/10/2024;JLF;;;;;;;;;;
01/01/2057;0;0;current;;;;367;24/10/2024;JLF;;;;;;;;;;
01/01/2057;0;0;compute_energy;;;;144;03/04/2025;JLF;;;;;;;;;;
01/02/2057;0;0;current;;;;368;24/10/2024;JLF;;;;;;;;;;
01/03/2057;0;0;current;;;;369;24/10/2024;JLF;;;;;;;;;;
01/04/2057;0;0;current;;;;370;24/10/2024;JLF;;;;;;;;;;
01/04/2057;0;0;compute_energy;;;;145;03/04/2025;JLF;;;;;;;;;;
01/05/2057;0;0;current;;;;371;24/10/2024;JLF;;;;;;;;;;
01/06/2057;0;0;current;;;;372;24/10/2024;JLF;;;;;;;;;;
01/07/2057;0;0;current;;;;373;24/10/2024;JLF;;;;;;;;;;
01/07/2057;0;0;compute_energy;;;;146;03/04/2025;JLF;;;;;;;;;;
01/08/2057;0;0;current;;;;374;24/10/2024;JLF;;;;;;;;;;
01/09/2057;0;0;current;;;;375;24/10/2024;JLF;;;;;;;;;;
01/10/2057;0;0;current;;;;376;24/10/2024;JLF;;;;;;;;;;
01/10/2057;0;0;compute_energy;;;;147;03/04/2025;JLF;;;;;;;;;;
01/11/2057;0;0;current;;;;377;24/10/2024;JLF;;;;;;;;;;
01/12/2057;0;0;current;;;;378;24/10/2024;JLF;;;;;;;;;;
01/01/2058;0;0;current;;;;379;24/10/2024;JLF;;;;;;;;;;
